1900,viruswhiz one last reporting trip with priyanka runwal to pick strawberries mendozamartha you were right this is fun can,neutral
1904,exclusive censor reports of bharat is world class words like movie of the year best performance sunney ko miley,positive
1911,tanwer m i say gaya they hear gautam,neutral
1917,paksarfrazbugti bbcurdu sarfraz khaan aap hamare haqeeqi hero ho aap ne pakistan kay leye apna gar bar,positive
1919,aiiiii mera chhotu bacha love you and adore you so much mini you seem distant a few weeks back but,positive
1920,dede pyaar de is super hit wht ever you want to bark ajaydevgn movie in to cr,positive
1925,nakko thank you for being the best part of my life thank you for always there for me i know you love to,positive
1927,n o to meet the love of my life,positive
1933,pain yako mar jao apis me lar lar ke wo kuty ke bachy hamre dushman tu chata he ye k ye larn,negative
1934,amitshah manakgupta narendramodi yeh desh mein tadi par bhi home minister banta hai aur ek,negative
1943,tu bhi laat khayeg ek din ab election aane waala hain sudhar jaa nahi to ab to teri gaand,negative
1949,wow bhai aap dono bahut ache lagte ho pls aap dono se request hai shaadi kar lo very nice,positive
1960,satgurukimeera welfarebydssvolunteers dhan dhan satguru tera hi aasra good morning dear gurmeetramrahim papa ji beti ka kaam,positive
1965,firstpost javedakhtarjadu ki rightwingers ne itni li hae ki bechare ka gussa jayaz hae frustrated,positive
1973,liljahmir rynteez gngdoll rubyholmess bc like karke chodh,negative
1987,ji aaj utthey modi ji ne signature karey modi ji ne aaj saffed kurta pyjama pehna again gonna b sick of,neutral
1999,teri english thori kachi ha per we are really proud of you bro,positive
2004,warriors hajigul bangesh ekdilha talatkashif m beard aamir,neutral
2013,vikasbha kmsharma bjp ko vote on muslim mahilaon n purushon ne diye jinko yojnaon ka fayda milaya,neutral
2014,hind isnt indic vande mataram is better though but jai shri ram is another,neutral
2016,says han na ghr m nae tha sb ko pehly so best escape point,positive
2018,colorsmarathi arey bhau iss bar budget kaam hain na lonavla se direct goregaon filmcity mein set laga,positive
2030,well done sabir bhai bilkul theak kha app na hamian pakistan main app kasay hi anker chaiya jin,neutral
2033,k i miss youuu and i know see this later kraaa but ok but i miss,neutral
2050,bahut subhkamna narendramodi sir hum yuva ko apse yahi ummid hai ki ap humare desh ke,positive
2051,rahul ji aapka bahut bahut dhanay wad aap congres precident hai aap bahut mehanat kiye good per,positive
2060,rassi jal gayi par bal nahi gayi evm par jor nahi chala to patrakar on ke kapde utaro kuch to karna,negative
2062,kainatn so true yaaaar what a load of disappointment this country has turned out to be and ye aisi,negative
2077,his special appeal is to defeat bjp not giving anything like hopescheme etc chutiya kya kam hai desh mein,positive
2078,fahad kaoje kwaliyo hadeexah hmb aaumar miss tiy ummy bie bint fadimatuu i disagree tunda ba money rituals,neutral
2079,verytoxicc yaar ye kesi demands ker rahay hou itni mushkil sey manaya hai larkay ko nashay lanay,neutral
2099,says the night of al qadar is better than a thousand months may allah forgive you and your family and,positive
2102,maam apko inke jese logo ko jawab nahi dena chaye kyu ki inhone humesa aurto ko burkhe me rk,negative
2109,birthday to the most adorable and remarkable human being on this earth love you the most,positive
2112,rajasthan ki sari recruitment process band karke kau berozgaro ko pareshan kar rahe ho,negative
2116,sb kro hmare desh ke yuvao ko berojgar krke bjp wale ye postman ka kaam de diye hai sa,negative
2122,modi ji pe ungli utha rahe he unhe bata du ye pichli sarkar ka paap he agar abhi convince nahi hue to,neutral
2127,nindaturtles bsdk nahi bc kohli are but tumne hamare wali gali seekh,negative
2129,tumhare jaisa besharm ko jab jaanta ne chun tab v hume itna hi dukh hua tha visashyak to chuna tha,neutral
2130,dead apun ka naam aa giya akhbaar mein too much happy,neutral
2132,wish you all the best,positive
2134,vickto willy i love when a guy always sees me without makeup and thinks i m cute and then when we go on a date it s like boom yeah,positive
2135,bojh kar nahi haare wc ka apna pressure hota hai haarne ka matlab ye nahi k,positive
2139,singh sidhhu ji aapki life itni achhi ja rahi thi aapke commentary ki tarif pura desh karta tha kapil,positive
2141,sharma rofl so more chai for,neutral
2145,offical iam deep dazzling snehal,neutral
2155,v drwildsilver viswas mr i feel,neutral
2156,us for our first finally friday yoga class book using the link in our bio we d love to see you there,neutral
2166,menaka gandhi to rahul rajneeti bachhon ka khel nahi hai hum congress mukt bhart ki taraf badh rahe hain gaadi,positive
2170,ali bahi jesy hi jawan ki waja sy army par jan deny ko dil krta ha ka kabi nai dekha eid,positive
2186,kya kahun me tumhare baray me tu to meri jaan hr vheez mein do haath agy hai i love you to,positive
2187,ind kitna murkh banavoge janta ko varso se public ko dharm karam ke naam pr murkh banate rahe ho,negative
2193,aur haan bhadwe yeh sun maine vote nahi diya thaa main de hi nahi sakta par sache,negative
2202,muslim tustikarad hindu virodbhrashtachar public ko bevkuf samajhkar safed jhuthbharat ki,neutral
2212,iamsrk fake news coz yrf itni badi galti ni krga shahrukhkhan ko ab action me psnd nhi krgi audie,neutral
2219,sushilmodi prashantkishor krishnanverma aplogo ne to betetctet walo ka majak,negative
2221,tyagi happy birthday aditi tyagi ji bhagvan se prathna karta hu ke apka khudka channel khul jaye aur pura,neutral
2229,financialxpress indianrailway piyushgoyal sarkar ko koi kos nhi rha hai ye,negative
